-50.2	-0.19	2.37
-50.2	-0.59	1.8
-50.2	-0.99	1.17
-50.2	-1.39	0.54
-50.2	-1.79	1.69
-50.2	-9.39	2.97
-50.2	-9.79	0.36
-50.2	-10.1	1.04
-50.2	-10.5	1.7
-50.2	-10.9	2.31
-50.2	-11.3	0.4
-50.2	-11.7	1.64
-50.2	-12.1	2.72
-50.2	-12.5	2.54
-50.2	-12.9	1.35
-50.2	-13.3	2.23
-50.2	-13.7	2.84
-50.2	-14.1	1.51
-50.2	-14.5	1.4
-50.2	-14.9	2.51
-50.2	-15.3	2.79
-50.2	-15.7	1.1
-50.2	-16.1	2.6
-50.2	-16.5	1.73
-50.2	-16.9	0.41
-50.2	-17.3	0.82
-50.2	-17.7	0.28
-50.2	-18.1	1.76
-50.2	-18.5	0.17
-50.2	-18.9	0.75
-50.2	-19.3	2.48
-50.2	-19.7	0.36
-50.2	-2.19	2.76
-50.2	-2.59	1.83
-50.2	-2.99	0.25
-50.2	-20.1	0.5
-50.2	-20.5	1.96
-50.2	-20.9	2.49
-50.2	-21.3	0.79
-50.2	-21.7	0.34
-50.2	-22.1	0.4
-50.2	-22.5	1.6
-50.2	-22.9	0.94
-50.2	-23.3	0.18
-50.2	-23.7	1.16
-50.2	-24.1	0.83
-50.2	-24.5	1.13
-50.2	-24.9	2.93
-50.2	-25.3	2.63
-50.2	-25.7	0.56
-50.2	-26.1	2.56
-50.2	-26.5	0.72
-50.2	-26.9	1.64
-50.2	-27.3	2.51
-50.2	-27.7	1.33
-50.2	-28.1	2.21
-50.2	-28.5	0.00
-50.2	-28.9	1.5
-50.2	-29.3	2.61
-50.2	-29.7	2.59
-50.2	-3.39	1.71
-50.2	-3.79	1.68
-50.2	-30.1	0.82
-50.2	-30.5	2.52
-50.2	-30.9	2.12
-50.2	-31.3	0.78
-50.2	-31.7	1.5
-50.2	-32.1	2.93
-50.2	-32.5	1.36
-50.2	-32.9	0.62
-50.2	-33.3	1.86
-50.2	-33.7	1.5
-50.2	-34.1	2.27
-50.2	-34.5	1.51
-50.2	-34.9	1.84
-50.2	-35.3	1.7
-50.2	-35.7	1.48
-50.2	-36.1	1.04
-50.2	-36.5	0.14
-50.2	-36.9	0.05
-50.2	-37.3	0.92
-50.2	-37.7	2.2
-50.2	-38.1	1.57
-50.2	-38.5	2.14
-50.2	-38.9	0.67
-50.2	-39.3	0.6
-50.2	-39.7	0.42
-50.2	-4.19	0.53
-50.2	-4.59	2.28
-50.2	-4.99	1.39
-50.2	-40.1	2.87
-50.2	-40.5	2.95
-50.2	-40.9	1.92
-50.2	-41.3	1.08
-50.2	-41.7	0.32
-50.2	-42.1	0.66
-50.2	-42.5	0.94
-50.2	-42.9	1.59
-50.2	-43.3	2.31
-50.2	-43.7	0.29
-50.2	-44.1	1.38
-50.2	-44.5	0.22
-50.2	-44.9	1.01
-50.2	-45.3	2.79
-50.2	-45.7	0.5
-50.2	-46.1	2.44
-50.2	-46.5	0.04
-50.2	-46.9	0.27
-50.2	-47.3	1.47
-50.2	-47.7	0.57
-50.2	-48.1	0.71
-50.2	-48.5	2.01
-50.2	-48.9	2.87
-50.2	-49.3	0.88
-50.2	-49.7	1.05
-50.2	-5.39	0.54
-50.2	-5.79	1.37
-50.2	-50.1	2.88
-50.2	-50.5	0.9
-50.2	-50.9	2.07
-50.2	-51.3	0.7
-50.2	-51.7	0.42
-50.2	-52.1	1.22
-50.2	-52.5	2.65
-50.2	-52.9	1.88
-50.2	-53.3	0.94
-50.2	-53.7	1.33
-50.2	-54.1	2.32
-50.2	-54.5	0.51
-50.2	-54.9	2.23
-50.2	-55.3	3
-50.2	-55.7	2.49
-50.2	-56.1	1.75
-50.2	-56.5	2.76
-50.2	-56.9	2.94
-50.2	-57.3	2.22
-50.2	-57.7	1.26
-50.2	-58.1	2.18
-50.2	-58.5	1.33
-50.2	-58.9	0.8
-50.2	-59.3	0.86
-50.2	-59.7	1.9
-50.2	-6.19	2.41
-50.2	-6.59	0.52
-50.2	-6.99	2.49
-50.2	-60.1	1.85
-50.2	-60.5	0.89
-50.2	-60.9	1.75
-50.2	-61.3	0.24
-50.2	-61.7	2.95
-50.2	-62.1	2.9
-50.2	-62.5	1.76
-50.2	-62.9	1.04
-50.2	-63.3	2.00
-50.2	-63.7	0.17
-50.2	-64.1	1.39
-50.2	-64.5	1.84
-50.2	-64.9	1.19
-50.2	-65.3	2.27
-50.2	-65.7	1.84
-50.2	-66.1	2.64
-50.2	-66.5	1.32
-50.2	-66.9	1.45
-50.2	-67.3	2.35
-50.2	-67.7	1.7
-50.2	-68.1	1.55
-50.2	-68.5	0.69
-50.2	-68.9	2.67
-50.2	-69.3	2.19
-50.2	-69.7	1.35
-50.2	-7.39	2.26
-50.2	-7.79	0.71
-50.2	-70.1	2.57
-50.2	-70.5	0.47
-50.2	-70.9	0.66
-50.2	-71.3	1.18
-50.2	-71.7	2.06
-50.2	-72.1	0.09
-50.2	-72.5	0.81
-50.2	-72.9	0.2
-50.2	-73.3	0.35
-50.2	-73.7	0.88
-50.2	-74.1	2.81
-50.2	-74.5	1.33
-50.2	-74.9	0.22
-50.2	-75.3	0.35
-50.2	-75.7	2.46
-50.2	-76.1	0.14
-50.2	-76.5	1.02
-50.2	-76.9	2.02
-50.2	-77.3	2.71
-50.2	-77.7	1.97
-50.2	-78.1	2.6
-50.2	-78.5	0.9
-50.2	-78.9	2.77
-50.2	-79.3	1.12
-50.2	-79.8	0.42
-50.2	-8.19	1.19
-50.2	-8.59	1.97
-50.2	-8.99	2.66
-50.2	-80.2	0.03
-50.2	-80.6	1.12
-50.2	-81.4	0.76
-50.2	-81.8	1.54
-50.2	-81;0	0.44
-50.2	-82.2	0.37
-50.2	-82.6	0.74
-50.2	-83.0	2.46
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
