-50.2	-0.19	1.75
-50.2	-0.59	3.00
-50.2	-0.99	2.46
-50.2	-1.39	1.04
-50.2	-1.79	0.81
-50.2	-9.39	1.7
-50.2	-9.79	0.24
-50.2	-10.1	0.63
-50.2	-10.5	0.29
-50.2	-10.9	1.66
-50.2	-11.3	2.62
-50.2	-11.7	1.53
-50.2	-12.1	1.27
-50.2	-12.5	2.01
-50.2	-12.9	1.5
-50.2	-13.3	1.04
-50.2	-13.7	0.88
-50.2	-14.1	1.03
-50.2	-14.5	2.91
-50.2	-14.9	1.72
-50.2	-15.3	0.11
-50.2	-15.7	0.74
-50.2	-16.1	2.19
-50.2	-16.5	2.5
-50.2	-16.9	2.79
-50.2	-17.3	2.82
-50.2	-17.7	2.12
-50.2	-18.1	2.65
-50.2	-18.5	2.1
-50.2	-18.9	2.16
-50.2	-19.3	1.26
-50.2	-19.7	2.96
-50.2	-2.19	2.6
-50.2	-2.59	1.01
-50.2	-2.99	2.84
-50.2	-20.1	1.62
-50.2	-20.5	0.06
-50.2	-20.9	2.41
-50.2	-21.3	1.57
-50.2	-21.7	2.5
-50.2	-22.1	2.51
-50.2	-22.5	2.03
-50.2	-22.9	1.51
-50.2	-23.3	0.48
-50.2	-23.7	2.32
-50.2	-24.1	1.74
-50.2	-24.5	1.66
-50.2	-24.9	0.02
-50.2	-25.3	2.57
-50.2	-25.7	0.71
-50.2	-26.1	0.11
-50.2	-26.5	1.00
-50.2	-26.9	0.05
-50.2	-27.3	0.26
-50.2	-27.7	0.91
-50.2	-28.1	0.11
-50.2	-28.5	2.16
-50.2	-28.9	1.6
-50.2	-29.3	1.05
-50.2	-29.7	1.68
-50.2	-3.39	0.15
-50.2	-3.79	1.84
-50.2	-30.1	2.67
-50.2	-30.5	1.55
-50.2	-30.9	0.52
-50.2	-31.3	0.06
-50.2	-31.7	2.11
-50.2	-32.1	2.77
-50.2	-32.5	2.2
-50.2	-32.9	1.01
-50.2	-33.3	2.58
-50.2	-33.7	0.99
-50.2	-34.1	0.13
-50.2	-34.5	1.48
-50.2	-34.9	0.5
-50.2	-35.3	2.39
-50.2	-35.7	0.31
-50.2	-36.1	0.23
-50.2	-36.5	1.99
-50.2	-36.9	2.61
-50.2	-37.3	2.41
-50.2	-37.7	1.28
-50.2	-38.1	1.08
-50.2	-38.5	0.07
-50.2	-38.9	1.79
-50.2	-39.3	2.55
-50.2	-39.7	1.2
-50.2	-4.19	0.7
-50.2	-4.59	0.55
-50.2	-4.99	2.4
-50.2	-40.1	0.08
-50.2	-40.5	0.63
-50.2	-40.9	0.22
-50.2	-41.3	1.34
-50.2	-41.7	2.09
-50.2	-42.1	2.64
-50.2	-42.5	1.94
-50.2	-42.9	0.3
-50.2	-43.3	2.27
-50.2	-43.7	0.94
-50.2	-44.1	0.98
-50.2	-44.5	0.83
-50.2	-44.9	2.19
-50.2	-45.3	0.31
-50.2	-45.7	1.53
-50.2	-46.1	0.21
-50.2	-46.5	1.19
-50.2	-46.9	1.65
-50.2	-47.3	2.67
-50.2	-47.7	0.72
-50.2	-48.1	1.65
-50.2	-48.5	0.64
-50.2	-48.9	0.47
-50.2	-49.3	0.06
-50.2	-49.7	0.16
-50.2	-5.39	0.53
-50.2	-5.79	2.25
-50.2	-50.1	1.1
-50.2	-50.5	0.71
-50.2	-50.9	1.05
-50.2	-51.3	2.2
-50.2	-51.7	2.49
-50.2	-52.1	0.86
-50.2	-52.5	1.49
-50.2	-52.9	0.89
-50.2	-53.3	1.51
-50.2	-53.7	0.42
-50.2	-54.1	2.8
-50.2	-54.5	0.09
-50.2	-54.9	2.2
-50.2	-55.3	0.37
-50.2	-55.7	2.15
-50.2	-56.1	1.58
-50.2	-56.5	1.26
-50.2	-56.9	2.08
-50.2	-57.3	1.54
-50.2	-57.7	0.95
-50.2	-58.1	2.96
-50.2	-58.5	1.67
-50.2	-58.9	0.56
-50.2	-59.3	0.12
-50.2	-59.7	2.34
-50.2	-6.19	1.05
-50.2	-6.59	1.82
-50.2	-6.99	2.08
-50.2	-60.1	0.54
-50.2	-60.5	0.28
-50.2	-60.9	2.53
-50.2	-61.3	2.06
-50.2	-61.7	0.46
-50.2	-62.1	1.25
-50.2	-62.5	0.21
-50.2	-62.9	2.03
-50.2	-63.3	1.86
-50.2	-63.7	1.84
-50.2	-64.1	0.39
-50.2	-64.5	2.77
-50.2	-64.9	2.92
-50.2	-65.3	1.9
-50.2	-65.7	1.25
-50.2	-66.1	0.94
-50.2	-66.5	1.54
-50.2	-66.9	2.34
-50.2	-67.3	1.03
-50.2	-67.7	1.62
-50.2	-68.1	1.41
-50.2	-68.5	1.96
-50.2	-68.9	0.79
-50.2	-69.3	0.96
-50.2	-69.7	2.55
-50.2	-7.39	1.22
-50.2	-7.79	1.35
-50.2	-70.1	1.39
-50.2	-70.5	0.65
-50.2	-70.9	0.18
-50.2	-71.3	2.19
-50.2	-71.7	1.58
-50.2	-72.1	0.43
-50.2	-72.5	0.7
-50.2	-72.9	0.16
-50.2	-73.3	2.24
-50.2	-73.7	0.42
-50.2	-74.1	0.14
-50.2	-74.5	2.33
-50.2	-74.9	1.28
-50.2	-75.3	2.88
-50.2	-75.7	0.87
-50.2	-76.1	2.62
-50.2	-76.5	2.26
-50.2	-76.9	1.12
-50.2	-77.3	1.09
-50.2	-77.7	1.43
-50.2	-78.1	1.3
-50.2	-78.5	1.5
-50.2	-78.9	2.63
-50.2	-79.3	2.92
-50.2	-79.8	0.37
-50.2	-8.19	2.01
-50.2	-8.59	2.98
-50.2	-8.99	0.23
-50.2	-80.2	2.42
-50.2	-80.6	2.09
-50.2	-81.4	1.86
-50.2	-81.8	2.12
-50.2	-81;0	1.53
